"PHEO"	"TN"	"TP"	"CHLA"	"DOP"	"DON"	"NH4F"	"NO2F"	"NO3F"	"PC"	"PO4F"	"DO"	"PH"	"SALINITY"	"WTEMP"	"Latitude"	"WIND_RATIO_BWI.15"	"WIND_RATIO_BWI.30"	"WIND_RATIO_BWI.60"	"PRECIP24HR_BWI.15"	"PRECIP24HR_BWI.30"	"PRECIP24HR_BWI.60"	"measurement_PAR.15"	"measurement_PAR.30"	"measurement_PAR.60"	"Station"	"qPCR.ct"	"WaterColumnPosition"	"cruise_id"	"SampleDate"	"LinearTime"	"DayLength"	"FallPeak"	"Discharge_Susquehanna.15"	"Discharge_Sum.15"	"Microbial.Clusters"	"Habitat"	"StatName"	"InvSimpson"	"FaithsPD"	"Observed.ASVs"
"SB071116TAWCSCB22D11BR2TR2I616"	1.22309594869966	0.888905659153629	-0.16464827530506	0.967522386292657	-0.629386511967654	1.13124226041722	-0.227697295907908	0.266146579453311	0.786094250822517	0.488948782764751	-0.743295699759454	0.123122332858841	-1.37451757717015	-1.91591014429084	0.903853502283276	1.72373603247971	108.826807467624	143.410039278631	295.444409140368	8.41	15.17	21.6	616.364473342896	1213.13374328613	2325.88767623901	"CB2.2"	NA	"lower"	"7"	"2016-07-13 00:00:00"	0.559979071537291	0.929824885274478	0.368002286303093	98217.2916666667	197999.726142473	"M.1"	"H.1"	"1"	42.1896434249375	49.657673	276
"SB071116TAWCSCB74D13BR2TR1I173"	0.125487575981089	-3.10162099876475	-1.63030032356179	-0.861915041564649	0.240137134396962	-2.78010396421859	-1.05743498325571	-0.661003203441417	-1.09037790553329	-2.06485014089824	0.038345432053522	0.467601519967183	0.394251662387204	2.21903893776332	-0.734588701646059	-1.57467210927603	85.7374094442638	117.231791936136	269.063511411445	8.39	15.15	21.79	581.340709686279	1212.25332641602	2340.76805305481	"CB7.4"	"18.65202229"	"lower"	"7"	"2016-07-11 00:00:00"	0.554410197869102	0.94212961263411	0.3352488523439	102305.625	220982.39280914	"M.2"	"H.2"	"7"	62.3542681381314	55.457207	308
"SB071116TAWCSCB64D10BR1TR1I165"	0.125487575981089	-1.18572171834983	-0.872940361009465	0.348100939490809	0.442482121990439	-1.29619233977649	-0.0443381428325349	-0.147894413628299	-0.341913428792524	-0.543790957408097	0.124036526323375	-0.369839262485855	-0.0675452326696403	1.0702175199377	0.394919384943595	-1.23708370930704	108.826807467624	143.410039278631	295.444409140368	8.41	15.17	21.6	616.364473342896	1213.13374328613	2325.88767623901	"CB6.4"	"18.04426928"	"lower"	"7"	"2016-07-13 00:00:00"	0.559819254185693	0.930193950346799	0.367068406074696	98217.2916666667	197999.726142473	"M.1"	"H.2"	"6"	73.8828156072695	56.962768	260
"SB071116TAWCSCB72D20BR1TR1I169"	0.413535143520396	-1.04417920707011	-0.102109048185538	-0.677438820874146	-2.48005581256772	-1.6360024762944	0.41897878163443	-0.211900305542525	-0.353347271053564	-0.333353461468037	0.400415393185554	0.0101677153932218	0.21998868312047	1.26268182420851	0.442630323481307	-0.991773864210612	85.7374094442638	117.231791936136	269.063511411445	8.39	15.15	21.79	581.340709686279	1212.25332641602	2340.76805305481	"CB7.2"	"18.38367973"	"lower"	"7"	"2016-07-11 00:00:00"	0.554880136986301	0.941135612919678	0.338029226686544	102305.625	220982.39280914	"M.3"	"H.2"	"7"	77.8432494377026	55.222495	224
"SB071116TAWCSCB63D10BR2TR1I164"	0.125487575981089	-0.690733359536715	-0.650257877160027	-0.271544751330862	0.509499952704025	-1.21502867554731	0.635158671872792	0.161504906555766	-0.340730617524141	-0.438253049580482	0.246276559412453	-0.329344060239577	-0.0849715305963165	0.8330680652095	0.54243200853016	-0.991773864210612	85.7374094442638	117.231791936136	269.063511411445	8.39	15.15	21.79	581.340709686279	1212.25332641602	2340.76805305481	"CB6.3"	"17.4177177"	"lower"	"7"	"2016-07-11 00:00:00"	0.554946727549467	0.940994098831427	0.338422969026085	102305.625	220982.39280914	"M.3"	"H.2"	"6"	70.1876778347534	56.898378	235
"SB071116TAWCSCB62D9BR2TR1I162"	0.125487575981089	-0.677178311425916	-1.0615968349412	0.334723017177847	0.461783286021448	-0.995855887017186	0.261984343344352	0.0401995593371692	-0.327325423149128	-0.104424140888263	-0.265576030656611	-0.583653930346206	-0.315869978124737	0.678328521745688	0.493832168885833	-0.886262595408274	85.7374094442638	117.231791936136	269.063511411445	8.39	15.15	21.79	581.340709686279	1212.25332641602	2340.76805305481	"CB6.2"	"20.05"	"lower"	"7"	"2016-07-11 00:00:00"	0.555013318112633	0.940852420013439	0.33881665212155	102305.625	220982.39280914	"M.1"	"H.2"	"6"	73.0456300005617	58.860016	305
"SB071116TAWCSCB62D9BR1TR1I161"	0.125487575981089	-0.677178311425916	-1.0615968349412	0.334723017177847	0.461783286021448	-0.995855887017186	0.261984343344352	0.0401995593371692	-0.327325423149128	-0.104424140888263	-0.265576030656611	-0.583653930346206	-0.315869978124737	0.678328521745688	0.493832168885833	-0.886262595408274	85.7374094442638	117.231791936136	269.063511411445	8.39	15.15	21.79	581.340709686279	1212.25332641602	2340.76805305481	"CB6.2"	"21.5"	"lower"	"7"	"2016-07-11 00:00:00"	0.555013318112633	0.940852420013439	0.33881665212155	102305.625	220982.39280914	"M.1"	"H.2"	"6"	57.3708629307248	51.809768	189
"SB071116TAWCSCB71D20BR2TR1I168"	0.125487575981089	-0.667549573403309	-0.887518438902281	-0.142227126342076	0.533229905923616	-1.11893917886694	0.763670708648549	0.266146579453311	-0.30209211609028	-1.11073062747658	0.346403460412277	-0.378748206980037	-0.0348709240571294	0.694271161643488	0.625965145034753	-0.610590400341629	97.4908685637606	130.910920792761	282.671102170521	8.39	15.15	21.79	640.658351898193	1213.13374328613	2380.45845031738	"CB7.1"	"20.26"	"lower"	"7"	"2016-07-12 00:00:00"	0.557648401826484	0.935114031491179	0.354346931845492	100535.625	208887.382392473	"M.3"	"H.2"	"5"	53.1927430618459	61.714726	335
"SB071116TAWCSCB71D20BR1TR1I167"	0.125487575981089	-0.667549573403309	-0.887518438902281	-0.142227126342076	0.533229905923616	-1.11893917886694	0.763670708648549	0.266146579453311	-0.30209211609028	-1.11073062747658	0.346403460412277	-0.378748206980037	-0.0348709240571294	0.694271161643488	0.625965145034753	-0.610590400341629	97.4908685637606	130.910920792761	282.671102170521	8.39	15.15	21.79	640.658351898193	1213.13374328613	2380.45845031738	"CB7.1"	"19.00051912;20.53"	"lower"	"7"	"2016-07-12 00:00:00"	0.557648401826484	0.935114031491179	0.354346931845492	100535.625	208887.382392473	"M.3"	"H.2"	"5"	39.2192970739421	58.048523	266
"SB071116TAWCSCB54D25BR2TR1I158"	0.125487575981089	-0.657582486955115	-0.701374933287299	-0.861915041564649	0.605322336685909	-1.3139143468564	0.836984571391228	0.238402591832244	-0.304457738627047	-0.986747031847882	0.495546500330043	-0.563811281245529	-0.217847052287199	0.711088146824965	0.442243863293563	-0.447045831042199	97.4908685637606	130.910920792761	282.671102170521	8.39	15.15	21.79	640.658351898193	1213.13374328613	2380.45845031738	"CB5.4"	"18.54732556"	"lower"	"7"	"2016-07-12 00:00:00"	0.557161339421613	0.936194060018167	0.351483544403861	100535.625	208887.382392473	"M.3"	"H.2"	"5"	54.4978715251376	63.704045	302
"SB071116TAWCSCB54D25BR1TR1I157"	0.125487575981089	-0.657582486955115	-0.701374933287299	-0.861915041564649	0.605322336685909	-1.3139143468564	0.836984571391228	0.238402591832244	-0.304457738627047	-0.986747031847882	0.495546500330043	-0.563811281245529	-0.217847052287199	0.711088146824965	0.442243863293563	-0.447045831042199	97.4908685637606	130.910920792761	282.671102170521	8.39	15.15	21.79	640.658351898193	1213.13374328613	2380.45845031738	"CB5.4"	"16.80108707"	"lower"	"7"	"2016-07-12 00:00:00"	0.557161339421613	0.936194060018167	0.351483544403861	100535.625	208887.382392473	"M.3"	"H.2"	"5"	60.1164314349684	61.507446	346
"SB071116TAWCSCB53D25BR2TR1I156"	0.800146949243118	0.31198906317176	0.043590247958219	-0.890468930199196	0.412626858362801	0.900131172428806	0.654839903246909	0.329424933990528	-0.259510910428475	-0.0529294558383681	0.231642787780171	-0.287229049903447	-0.0675452326696403	0.543504890916647	0.405234755519734	-0.292879106678167	85.7374094442638	117.231791936136	269.063511411445	8.39	15.15	21.79	581.340709686279	1212.25332641602	2340.76805305481	"CB5.3"	"17.3631028"	"lower"	"7"	"2016-07-11 00:00:00"	0.554731735159817	0.941450394424282	0.337151530974373	102305.625	220982.39280914	"M.3"	"H.2"	"5"	63.0103698678499	64.813331	373
"SB071116TAWCSCB63D10BR1TR1I163"	0.125487575981089	-0.690733359536715	-0.650257877160027	-0.271544751330862	0.509499952704025	-1.21502867554731	0.635158671872792	0.161504906555766	-0.340730617524141	-0.438253049580482	0.246276559412453	-0.329344060239577	-0.0849715305963165	0.8330680652095	0.54243200853016	-0.991773864210612	85.7374094442638	117.231791936136	269.063511411445	8.39	15.15	21.79	581.340709686279	1212.25332641602	2340.76805305481	"CB6.3"	"16.71371576;20.22275297"	"lower"	"7"	"2016-07-11 00:00:00"	0.554946727549467	0.940994098831427	0.338422969026085	102305.625	220982.39280914	"M.1"	"H.2"	"6"	75.9137719656723	64.541286	372
"SB071116TAWCSCB52D29BR1TR1I154"	-0.0937727135282659	0.196115878789171	-0.0463031373916796	-0.60198652476287	1.10457786519801	0.891385844906544	0.763670708648549	0.67859555256013	-0.310766065391759	-1.08241520592767	0.216746177365188	-0.578794506076652	-0.328939701569744	0.246093249454706	0.30047631588556	0.0252387004428936	85.7374094442638	117.231791936136	269.063511411445	8.39	15.15	21.79	581.340709686279	1212.25332641602	2340.76805305481	"CB5.2"	"17.8553737;21.04233367"	"lower"	"7"	"2016-07-11 00:00:00"	0.554883942161339	0.941127530838399	0.338051727843564	102305.625	220982.39280914	"M.3"	"H.1"	"4"	48.7183290068777	68.908577	358
"SB071116TAWCSCB53D25BR2TR2I615"	0.800146949243118	0.31198906317176	0.043590247958219	-0.890468930199196	0.412626858362801	0.900131172428806	0.654839903246909	0.329424933990528	-0.259510910428475	-0.0529294558383681	0.231642787780171	-0.287229049903447	-0.0675452326696403	0.543504890916647	0.405234755519734	-0.292879106678167	85.7374094442638	117.231791936136	269.063511411445	8.39	15.15	21.79	581.340709686279	1212.25332641602	2340.76805305481	"CB5.3"	NA	"lower"	"7"	"2016-07-11 00:00:00"	0.554731735159817	0.941450394424282	0.337151530974373	102305.625	220982.39280914	"M.3"	"H.2"	"5"	64.5355600774232	63.889122	346
"SB071116TAWCSCB22D11BR1TR1I144"	1.22309594869966	0.888905659153629	-0.16464827530506	0.967522386292657	-0.629386511967654	1.13124226041722	-0.227697295907908	0.266146579453311	0.786094250822517	0.488948782764751	-0.743295699759454	0.123122332858841	-1.37451757717015	-1.91591014429084	0.903853502283276	1.72373603247971	108.826807467624	143.410039278631	295.444409140368	8.41	15.17	21.6	616.364473342896	1213.13374328613	2325.88767623901	"CB2.2"	"16.04659767"	"lower"	"7"	"2016-07-13 00:00:00"	0.559979071537291	0.929824885274478	0.368002286303093	98217.2916666667	197999.726142473	"M.1"	"H.1"	"1"	43.4981338736578	52.402819	279
