"NMDS1"	"NMDS2"	"NMDS3"	"Microbial.Clusters"	"DayLength"	"LinearTime"	"Salinity"	"Phosphate"	"Seasonality"	"Habitat"	"Habitat.Clusters"	"CrossClusters"
"SB071116TAWCSCB22D11BR2TR2I616"	-0.48729065139453	-4.61699971680371	-0.929096096881558	"M.1"	0.929824885274478	0.559979071537291	-1.91591014429084	-0.743295699759454	0.368002286303093	"1"	"H.1"	"M.1+H.1"
"SB071116TAWCSCB74D13BR2TR1I173"	0.815928382120358	2.36306481007558	0.549077824000556	"M.2"	0.94212961263411	0.554410197869102	2.21903893776332	0.038345432053522	0.3352488523439	"2"	"H.2"	"M.2+H.2"
"SB071116TAWCSCB64D10BR1TR1I165"	-0.279815764427887	1.64187535293424	-0.837599737090013	"M.2"	0.930193950346799	0.559819254185693	1.0702175199377	0.124036526323375	0.367068406074696	"2"	"H.2"	"M.2+H.2"
"SB071116TAWCSCB72D20BR1TR1I169"	-0.0264865331785215	2.91490926148262	-0.448419254750644	"M.2"	0.941135612919678	0.554880136986301	1.26268182420851	0.400415393185554	0.338029226686544	"2"	"H.2"	"M.2+H.2"
"SB071116TAWCSCB63D10BR2TR1I164"	-0.527267649972769	1.25309818907996	-0.894098057143737	"M.2"	0.940994098831427	0.554946727549467	0.8330680652095	0.246276559412453	0.338422969026085	"2"	"H.2"	"M.2+H.2"
"SB071116TAWCSCB62D9BR2TR1I162"	-0.154195606037776	1.30907760760003	-1.9912363816416	"M.2"	0.940852420013439	0.555013318112633	0.678328521745688	-0.265576030656611	0.33881665212155	"2"	"H.2"	"M.2+H.2"
"SB071116TAWCSCB62D9BR1TR1I161"	0.0310231107748808	1.617127265452	-2.42286637734915	"M.2"	0.940852420013439	0.555013318112633	0.678328521745688	-0.265576030656611	0.33881665212155	"2"	"H.2"	"M.2+H.2"
"SB071116TAWCSCB71D20BR2TR1I168"	0.501316168667731	2.91211733145379	-1.0359608772644	"M.2"	0.935114031491179	0.557648401826484	0.694271161643488	0.346403460412277	0.354346931845492	"2"	"H.2"	"M.2+H.2"
"SB071116TAWCSCB71D20BR1TR1I167"	0.505015726242942	2.22344999418607	-1.12971775351794	"M.2"	0.935114031491179	0.557648401826484	0.694271161643488	0.346403460412277	0.354346931845492	"2"	"H.2"	"M.2+H.2"
"SB071116TAWCSCB54D25BR2TR1I158"	0.746480585308598	2.05474373175881	-0.69497879757679	"M.2"	0.936194060018167	0.557161339421613	0.711088146824965	0.495546500330043	0.351483544403861	"2"	"H.2"	"M.2+H.2"
